LMGTE,#11,Mazda Beasty Racing,Mazda RX-Vision,Mazda,199,,3,,27,,True
LMGTE,#12,Mazda Beasty Racing,Mazda RX-Vision,Mazda,199,,2,,26,,True
LMGTE,#27,Alfa Romeo ASC,Alfa Romeo GTEm Evo,Alfa Romeo,200,,4,,28,,True
LMGTE,#28,Alfa Romeo ASC,Alfa Romeo GTEm Evo,Alfa Romeo,200,,5,,29,,True
LMGTE,#29,Lamborghini Racing,Lamborghini Revuelto GTE,Lamborghini,200,,5,,30,,True
LMGTE,#31,Lamborghini Racing,Lamborghini Revuelto GTE,Lamborghini,199,,3,,28,,True
LMGTE,#33,Team SSR,Aston Martin Hunaudieres,Aston Martin,197,,4,,28,,True
LMGTE,#42,Team SSR,Aston Martin Hunaudieres,Aston Martin,198,,3,,29,,True
LMGTE,#96,98-99 Racing,Lada Zhiguli NG,Lada,199,,5,,28,,True
LMGTE,#97,98-99 Racing,Lada Zhiguli NG,Lada,199,,3,,27,,True
LMGTE,#603,Venturi Racing,Venturi 600 LM Evo2,Venturi,198,,4,,26,,True
LMGTE,#604,Venturi Racing,Venturi 600 LM Evo2,Venturi,199,,2,,27,,True
LMGTE,#901,Andrews Racing,Aston Martin Hunaudieres,Aston Martin,199,,2,,28,,True
LMGTE,#950,Andrews Racing,Aston Martin Hunaudieres,Aston Martin,199,,3,,27,,True
LMGTE,#103,98-99 Racing,Lada Zhiguli NG,Lada,199,,5,,27,,False
LMGTE,#605,Venturi Racing,Venturi 600 LM Evo2,Venturi,197,,3,,29,,False
LMGTE,#844,Team SSR,Aston Martin Hunaudieres,Aston Martin,198,,4,,26,,False
